Student_ID,Application_ID,Registration_Code,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
ST202602119,APP1001704,REG-V9ZVY,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",124.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,Graduate
ST202601770,APP1003424,REG-AI6MG,Single,1st phase - general contingent,4,Management,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.8,Yes,No,No,Yes,M,No,18,No,0,5,6,4,11.5,0,0,5,12,2,10.333333333333334,0,10.8,1.4,1.74,Enrolled
ST202603126,APP1003374,REG-TJG3Y,Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",121.4,No,No,No,No,Female,No,20,NO,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Dropout
ST202600082,APP1002125,REG-X0KHF,Facto union,Over 23 years old,1,Social Service,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,146.0,No,No,No,Yes,Male,No,34,No,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,Graduate
ST202602653,APP1002642,REG-JTQX4,Single,Change of course,1,Communication Design,Daytime,Secondary education,100.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,108.0,Yes,No,No,Yes,Male,No,34,No,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled
ST202603079,APP1003876,REG-YHV0E,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,130.0,Yes,No,No,Yes,Male,No,19,No,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate
ST202602838,APP1001632,REG-AKTCV,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,147.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,136.7,No,No,No,Yes,Female,No,18,No,0,7,7,7,13.995714285714287,0,0,8,9,8,14.955555555555556,0,11.1,0.6,2.02,Graduate
ST202602097,APP1003808,REG-IUR02,Single,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,133.1,Portuguese,Higher Education - Doctorate (3rd cycle),Higher education - degree (1st cycle),Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,115.5,No,No,No,Yes,Female,No,36,N,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,Dropout
ST202603649,APP1000527,REG-M6N18,Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,129.0,Portuguese,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv.,,Unskilled Workers,122.0,Yes,No,No,Yes,Female,No,18,No,0,6,15,2,10.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
ST202603639,APP1003575,REG-VLIFN,Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,125.5,Yes,No,No,Yes,Female,yes,21,No,0,7,7,6,14.033333333333331,0,0,7,7,6,14.033333333333331,0,7.6,2.6,0.32,Graduate
ST202600414,APP1001483,REG-WGBGO,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",126.3,Yes,No,No,Yes,Female,No,19,No,0,7,10,7,13.805,0,0,8,8,8,14.2725,0,15.5,2.8,-4.06,Graduate
ST202601666,APP1004376,REG-ISYG9,Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,144.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,132.1,Yes,N,No,Yes,Female,Yes,19,No,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,Graduate
ST202604367,APP1004263,REG-DC5UD,Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,,Administrative staff,134.5,No,No,No,Yes,Female,No,45,No,0,6,8,5,13.6,0,0,6,7,5,13.0,0,15.5,2.8,-4.06,Enrolled
ST202600894,APP1002148,REG-LJIYL,Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,153.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,137.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
ST202603066,APP1001676,REG-T6ETC,single,1st phase - general contingent,1,Management,Daytime,Secondary education,156.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,151.1,No,No,Yes,Yes,Male,No,19,No,0,5,7,5,13.6,0,0,5,11,5,12.833333333333334,5,16.2,0.3,-0.92,Graduate
ST202603182,APP1000381,REG-IZHVE,Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,146.0,Portuguese,Higher education - degree (1st cycle),Higher Education - Master (2nd cycle),Administrative staff,Administrative staff,150.2,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
ST202602168,APP1004046,REG-VSKSO,Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,111.0,No,NO,No,No,Male,No,28,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
ST202600609,APP1001030,REG-HWWJW,Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,Yes,No,No,Yes,FEMALE,No,26,No,0,6,17,6,12.666666666666666,0,0,6,21,4,12.25,0,15.5,2.8,-4.06,Graduate
ST202602023,APP1000111,REG-QSWY0,Single,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,130.0,Santomean,Professional higher technical course,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,Yes,Yes,Yes,Female,FALSE,20,Yes,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate
ST202601248,APP1001478,REG-OPWCK,single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,150.5,No,No,No,Yes,Female,No,20,No,0,7,7,6,13.916666666666666,0,0,7,7,6,13.916666666666666,0,7.6,2.6,0.32,Graduate
ST202600536,APP1003063,REG-CRYF0,Single,2nd phase - general contingent,6,Social Service,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",114.6,No,no,No,Yes,Female,Yes,18,No,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate
ST202601098,APP1002989,REG-UPN4U,Single,1st phase - special contingent (Azores Island),1,Management,Daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",,117.3,Yes,N,No,Yes,Female,No,19,No,0,5,15,3,10.8,0,0,5,6,3,10.5,0,13.9,-0.3,0.79,Enrolled
ST202603813,APP1002035,REG-XAPFX,Single,2nd phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,118.3,Yes,N,No,Yes,Female,Yes,19,No,0,7,7,7,11.971428571428572,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
ST202601872,APP1000091,REG-P4ZWL,Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.2,No,No,No,No,Male,No,31,N,0,5,5,2,11.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
ST202602005,APP1003641,REG-PLVA0,Single,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,,128.2,No,No,Yes,No,M,No,18,Yes,0,6,6,4,11.25,0,0,6,7,3,12.333333333333334,0,8.9,1.4,3.51,Dropout
ST202602595,APP1001698,REG-LFBZ9,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,127.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,121.5,No,No,No,Yes,Male,No,23,no,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,7.6,2.6,0.32,Graduate
ST202603662,APP1002981,REG-CP9MG,Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,110.0,No,NO,Yes,No,Female,No,40,No,0,6,12,5,12.8,0,0,6,16,3,13.333333333333334,0,11.1,0.6,2.02,Dropout
ST202603183,APP1000822,REG-FT996,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.0,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131.6,No,N,No,Yes,Female,No,18,No,0,6,7,6,13.833333333333334,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
ST202601913,APP1004414,REG-TDMJP,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Skilled Workers in Industry, Construction and Craftsmen",120.0,No,No,No,Yes,Female,No,19,no,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,Graduate
ST202600474,APP1000208,REG-FCJTD,Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,147.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,,149.8,Yes,No,No,Yes,Male,No,20,No,5,12,12,11,14.272727272727272,0,5,12,12,11,14.818181818181818,0,16.2,0.3,-0.92,Graduate
ST202602811,APP1003113,REG-Y5SSU,Married,International student (bachelor),1,Journalism and Communication,Daytime,Secondary education,133.1,Brazilian,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",,No,No,No,Yes,Female,No,59,Yes,0,6,8,6,12.166666666666666,0,0,6,7,4,11.75,0,11.1,0.6,2.02,Graduate
ST202601544,APP1002364,REG-KKZIY,Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,125.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,116.6,Yes,No,No,No,FEMALE,Yes,18,No,0,7,7,7,12.285714285714286,0,0,7,8,6,13.333333333333334,0,8.9,1.4,3.51,Enrolled
ST202601251,APP1002144,REG-Z989G,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",350.0,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
ST202602505,APP1000335,REG-HAF4W,SINGLE,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,132.0,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",,128.5,No,No,No,Yes,Female,No,18,No,0,6,11,5,12.285714285714286,0,0,6,19,3,14.0,1,12.4,0.5,1.79,Dropout
ST202603726,APP1003257,REG-CSHLL,Married,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,135.6,No,No,No,Yes,Female,Y,43,No,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate
ST202601933,APP1001963,REG-O9Q44,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",110.0,Yes,No,No,Yes,Male,No,31,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
ST202600914,APP1003046,REG-REKV2,Single,1st phase - special contingent (Madeira Island),4,Tourism,Daytime,Secondary education,126.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.7,Yes,No,No,Yes,Female,Y,21,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
ST202600994,APP1002697,REG-TTH1X,Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,146.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Intermediate Level Technicians and Professions,149.2,Yes,No,No,Yes,Female,No,18,No,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,9.4,-0.8,-3.12,Graduate
ST202601004,APP1001807,REG-SG92S,Single,Change of course,1,Equinculture,Daytime,Secondary education,100.0,Brazilian,Higher Education - Degree,Higher Education - Master's,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,100.0,No,No,No,Yes,Female,No,19,YES,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled
ST202604222,APP1002785,REG-E1AYS,Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,168.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,171.2,No,No,No,Yes,Male,Yes,18,NO,0,5,6,5,17.333333333333332,0,0,5,8,5,18.571428571428573,0,12.4,0.5,1.79,Graduate
ST202604104,APP1002927,REG-CFPPW,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",115.0,No,No,No,No,Male,No,20,No,0,7,11,4,12.6,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,Dropout
ST202604183,APP1002540,REG-BJTR0,Single,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,143.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,133.2,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.918571428571427,0,0,8,9,8,13.8875,0,11.1,0.6,2.02,Graduate
ST202602425,APP1002205,REG-IS11Q,Single,Change of course,1,Social Service (evening attendance),Evening,Secondary education,145.0,Spanish,Unknown,Unknown,Student,Student,134.5,Yes,NO,No,Yes,Male,No,25,Yes,8,14,23,11,11.6875,0,6,10,20,8,11.142857142857142,0,9.4,-0.8,-3.12,Graduate
ST202602841,APP1003534,REG-B14ZS,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,101.0,No,No,No,Yes,MALE,No,20,No,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate
ST202603761,APP1000826,REG-J5HGB,Single,2nd phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,120.0,No,No,No,Yes,Female,No,18,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
ST202603981,APP1003756,REG-FGK6T,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Unskilled workers in extractive industry, construction, manufacturing and transport",Meal preparation assistants,112.6,No,No,No,Yes,Female,NO,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
ST202601712,APP1002537,REG-AYYOV,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",133.0,Yes,No,No,Yes,Female,TRUE,19,No,0,8,8,8,14.11,0,0,8,8,8,14.11,0,9.4,-0.8,-3.12,Graduate
ST202602583,APP1002726,REG-O7ZQJ,single,Change of institution/course,1,Agronomy,Daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,120.0,Yes,No,Yes,No,Male,No,22,No,0,6,12,3,11.333333333333334,0,0,6,13,2,11.0,0,8.9,1.4,3.51,Dropout
